Country_Region,Date,Category,value
Ghana,2020-02-23,Deaths,0
Ghana,2020-02-23,Recovered,0
Ghana,2020-02-24,Confirmed,0
Ghana,2020-02-24,Deaths,0
Ghana,2020-02-24,Recovered,0
Ghana,2020-02-25,Confirmed,0
Ghana,2020-02-25,Deaths,0
Ghana,2020-02-25,Recovered,0
Ghana,2020-02-26,Confirmed,0
Ghana,2020-02-26,Deaths,0
Ghana,2020-02-26,Recovered,0
Ghana,2020-02-27,Confirmed,0
Ghana,2020-02-27,Deaths,0
Ghana,2020-02-27,Recovered,0
Ghana,2020-02-28,Confirmed,0
Ghana,2020-02-28,Deaths,0
Ghana,2020-02-28,Recovered,0
Ghana,2020-02-29,Confirmed,0
Ghana,2020-02-29,Deaths,0
Ghana,2020-02-29,Recovered,0
Ghana,2020-03-01,Confirmed,0
Ghana,2020-03-01,Deaths,0
Ghana,2020-03-01,Recovered,0
Ghana,2020-03-02,Confirmed,0
Ghana,2020-03-02,Deaths,0
Ghana,2020-03-02,Recovered,0
Ghana,2020-03-03,Confirmed,0
Ghana,2020-03-03,Deaths,0
Ghana,2020-03-03,Recovered,0
Ghana,2020-03-04,Confirmed,0
Ghana,2020-03-04,Deaths,0
Ghana,2020-03-04,Recovered,0
Ghana,2020-03-05,Confirmed,0
Ghana,2020-03-05,Deaths,0
Ghana,2020-03-05,Recovered,0
Ghana,2020-03-06,Confirmed,0
Ghana,2020-03-06,Deaths,0
Ghana,2020-03-06,Recovered,0
Ghana,2020-03-07,Confirmed,0
Ghana,2020-03-07,Deaths,0
Ghana,2020-03-07,Recovered,0
Ghana,2020-03-08,Confirmed,0
Ghana,2020-03-08,Deaths,0
Ghana,2020-03-08,Recovered,0
Ghana,2020-03-09,Confirmed,0
Ghana,2020-03-09,Deaths,0
Ghana,2020-03-09,Recovered,0
Ghana,2020-03-10,Confirmed,0
Ghana,2020-03-10,Deaths,0
Ghana,2020-03-10,Recovered,0
Ghana,2020-03-11,Confirmed,0
Ghana,2020-03-11,Deaths,0
Ghana,2020-03-11,Recovered,0
Ghana,2020-03-12,Confirmed,0
Ghana,2020-03-12,Deaths,0
Ghana,2020-03-12,Recovered,0
Ghana,2020-03-13,Confirmed,0
Ghana,2020-03-13,Deaths,0
Ghana,2020-03-13,Recovered,0
Ghana,2020-03-14,Confirmed,3
Ghana,2020-03-14,Deaths,0
Ghana,2020-03-14,Recovered,0
Ghana,2020-03-15,Confirmed,6
Ghana,2020-03-15,Deaths,0
Ghana,2020-03-15,Recovered,0
Ghana,2020-03-16,Confirmed,6
Ghana,2020-03-16,Deaths,0
Ghana,2020-03-16,Recovered,0
Ghana,2020-03-17,Confirmed,7
Ghana,2020-03-17,Deaths,0
Ghana,2020-03-17,Recovered,0
Ghana,2020-03-18,Confirmed,7
Ghana,2020-03-18,Deaths,0
Ghana,2020-03-18,Recovered,0
Ghana,2020-03-19,Confirmed,11
Ghana,2020-03-19,Deaths,0
Ghana,2020-03-19,Recovered,0
Ghana,2020-03-20,Confirmed,16
Ghana,2020-03-20,Deaths,0
Ghana,2020-03-20,Recovered,0
Greece,2020-01-22,Confirmed,0
Greece,2020-01-22,Deaths,0
Greece,2020-01-22,Recovered,0
Greece,2020-01-23,Confirmed,0
Greece,2020-01-23,Deaths,0
Greece,2020-01-23,Recovered,0
Greece,2020-01-24,Confirmed,0
Greece,2020-01-24,Deaths,0
Greece,2020-01-24,Recovered,0
Greece,2020-01-25,Confirmed,0
Greece,2020-01-25,Deaths,0
Greece,2020-01-25,Recovered,0
Greece,2020-01-26,Confirmed,0
Greece,2020-01-26,Deaths,0
Greece,2020-01-26,Recovered,0
Greece,2020-01-27,Confirmed,0
Greece,2020-01-27,Deaths,0
Greece,2020-01-27,Recovered,0
Greece,2020-01-28,Confirmed,0
Greece,2020-01-28,Deaths,0
Greece,2020-01-28,Recovered,0
Greece,2020-01-29,Confirmed,0
Greece,2020-01-29,Deaths,0
Greece,2020-01-29,Recovered,0
Greece,2020-01-30,Confirmed,0
Greece,2020-01-30,Deaths,0
Greece,2020-01-30,Recovered,0
Greece,2020-01-31,Confirmed,0
Greece,2020-01-31,Deaths,0
Greece,2020-01-31,Recovered,0
Greece,2020-02-01,Confirmed,0
Greece,2020-02-01,Deaths,0
Greece,2020-02-01,Recovered,0
Greece,2020-02-02,Confirmed,0
Greece,2020-02-02,Deaths,0
Greece,2020-02-02,Recovered,0
Greece,2020-02-03,Confirmed,0
Greece,2020-02-03,Deaths,0
Greece,2020-02-03,Recovered,0
Greece,2020-02-04,Confirmed,0
Greece,2020-02-04,Deaths,0
Greece,2020-02-04,Recovered,0
Greece,2020-02-05,Confirmed,0
Greece,2020-02-05,Deaths,0
Greece,2020-02-05,Recovered,0
Greece,2020-02-06,Confirmed,0
Greece,2020-02-06,Deaths,0
Greece,2020-02-06,Recovered,0
Greece,2020-02-07,Confirmed,0
Greece,2020-02-07,Deaths,0
Greece,2020-02-07,Recovered,0
Greece,2020-02-08,Confirmed,0
Greece,2020-02-08,Deaths,0
Greece,2020-02-08,Recovered,0
Greece,2020-02-09,Confirmed,0
Greece,2020-02-09,Deaths,0
Greece,2020-02-09,Recovered,0
Greece,2020-02-10,Confirmed,0
Greece,2020-02-10,Deaths,0
Greece,2020-02-10,Recovered,0
Greece,2020-02-11,Confirmed,0
Greece,2020-02-11,Deaths,0
Greece,2020-02-11,Recovered,0
Greece,2020-02-12,Confirmed,0
Greece,2020-02-12,Deaths,0
Greece,2020-02-12,Recovered,0
Greece,2020-02-13,Confirmed,0
Greece,2020-02-13,Deaths,0
Greece,2020-02-13,Recovered,0
Greece,2020-02-14,Confirmed,0
Greece,2020-02-14,Deaths,0
Greece,2020-02-14,Recovered,0
Greece,2020-02-15,Confirmed,0
Greece,2020-02-15,Deaths,0
Greece,2020-02-15,Recovered,0
Greece,2020-02-16,Confirmed,0
Greece,2020-02-16,Deaths,0
Greece,2020-02-16,Recovered,0
Greece,2020-02-17,Confirmed,0
Greece,2020-02-17,Deaths,0
Greece,2020-02-17,Recovered,0
Greece,2020-02-18,Confirmed,0
Greece,2020-02-18,Deaths,0
Greece,2020-02-18,Recovered,0
Greece,2020-02-19,Confirmed,0
Greece,2020-02-19,Deaths,0
Greece,2020-02-19,Recovered,0
Greece,2020-02-20,Confirmed,0
Greece,2020-02-20,Deaths,0
Greece,2020-02-20,Recovered,0
Greece,2020-02-21,Confirmed,0
Greece,2020-02-21,Deaths,0
Greece,2020-02-21,Recovered,0
Greece,2020-02-22,Confirmed,0
Greece,2020-02-22,Deaths,0
Greece,2020-02-22,Recovered,0
Greece,2020-02-23,Confirmed,0
Greece,2020-02-23,Deaths,0
Greece,2020-02-23,Recovered,0
Greece,2020-02-24,Confirmed,0
Greece,2020-02-24,Deaths,0
Greece,2020-02-24,Recovered,0
Greece,2020-02-25,Confirmed,0
Greece,2020-02-25,Deaths,0
Greece,2020-02-25,Recovered,0
Greece,2020-02-26,Confirmed,1
Greece,2020-02-26,Deaths,0
Greece,2020-02-26,Recovered,0
Greece,2020-02-27,Confirmed,3
Greece,2020-02-27,Deaths,0
Greece,2020-02-27,Recovered,0
Greece,2020-02-28,Confirmed,4
Greece,2020-02-28,Deaths,0
Greece,2020-02-28,Recovered,0
Greece,2020-02-29,Confirmed,4
Greece,2020-02-29,Deaths,0
Greece,2020-02-29,Recovered,0
Greece,2020-03-01,Confirmed,7
Greece,2020-03-01,Deaths,0
Greece,2020-03-01,Recovered,0
Greece,2020-03-02,Confirmed,7
Greece,2020-03-02,Deaths,0
Greece,2020-03-02,Recovered,0
Greece,2020-03-03,Confirmed,7
Greece,2020-03-03,Deaths,0
Greece,2020-03-03,Recovered,0
Greece,2020-03-04,Confirmed,9
Greece,2020-03-04,Deaths,0
Greece,2020-03-04,Recovered,0
Greece,2020-03-05,Confirmed,31
Greece,2020-03-05,Deaths,0
Greece,2020-03-05,Recovered,0
Greece,2020-03-06,Confirmed,45
Greece,2020-03-06,Deaths,0
Greece,2020-03-06,Recovered,0
Greece,2020-03-07,Confirmed,46
Greece,2020-03-07,Deaths,0
Greece,2020-03-07,Recovered,0
Greece,2020-03-08,Confirmed,73
Greece,2020-03-08,Deaths,0
Greece,2020-03-08,Recovered,0
Greece,2020-03-09,Confirmed,73
Greece,2020-03-09,Deaths,0
Greece,2020-03-09,Recovered,0
Greece,2020-03-10,Confirmed,89
Greece,2020-03-10,Deaths,0
Greece,2020-03-10,Recovered,0
Greece,2020-03-11,Confirmed,99
Greece,2020-03-11,Deaths,1
Greece,2020-03-11,Recovered,0
Greece,2020-03-12,Confirmed,99
Greece,2020-03-12,Deaths,1
Greece,2020-03-12,Recovered,0
Greece,2020-03-13,Confirmed,190
Greece,2020-03-13,Deaths,1
Greece,2020-03-13,Recovered,0
Greece,2020-03-14,Confirmed,228
Greece,2020-03-14,Deaths,3
Greece,2020-03-14,Recovered,8
Greece,2020-03-15,Confirmed,331
Greece,2020-03-15,Deaths,4
Greece,2020-03-15,Recovered,8
Greece,2020-03-16,Confirmed,331
Greece,2020-03-16,Deaths,4
Greece,2020-03-16,Recovered,8
Greece,2020-03-17,Confirmed,387
Greece,2020-03-17,Deaths,5
Greece,2020-03-17,Recovered,8
Greece,2020-03-18,Confirmed,418
Greece,2020-03-18,Deaths,5
Greece,2020-03-18,Recovered,8
Greece,2020-03-19,Confirmed,418
Greece,2020-03-19,Deaths,6
Greece,2020-03-19,Recovered,8
Greece,2020-03-20,Confirmed,495
Greece,2020-03-20,Deaths,6
Greece,2020-03-20,Recovered,19
Guatemala,2020-01-22,Confirmed,0
Guatemala,2020-01-22,Deaths,0
Guatemala,2020-01-22,Recovered,0
Guatemala,2020-01-23,Confirmed,0
Guatemala,2020-01-23,Deaths,0
Guatemala,2020-01-23,Recovered,0
Guatemala,2020-01-24,Confirmed,0
Guatemala,2020-01-24,Deaths,0
Guatemala,2020-01-24,Recovered,0
Guatemala,2020-01-25,Confirmed,0
Guatemala,2020-01-25,Deaths,0
Guatemala,2020-01-25,Recovered,0
Guatemala,2020-01-26,Confirmed,0
Guatemala,2020-01-26,Deaths,0
Guatemala,2020-01-26,Recovered,0
Guatemala,2020-01-27,Confirmed,0
Guatemala,2020-01-27,Deaths,0
Guatemala,2020-01-27,Recovered,0
Guatemala,2020-01-28,Confirmed,0
Guatemala,2020-01-28,Deaths,0
Guatemala,2020-01-28,Recovered,0
Guatemala,2020-01-29,Confirmed,0
Guatemala,2020-01-29,Deaths,0
Guatemala,2020-01-29,Recovered,0
Guatemala,2020-01-30,Confirmed,0
Guatemala,2020-01-30,Deaths,0
Guatemala,2020-01-30,Recovered,0
Guatemala,2020-01-31,Confirmed,0
Guatemala,2020-01-31,Deaths,0
Guatemala,2020-01-31,Recovered,0
Guatemala,2020-02-01,Confirmed,0
Guatemala,2020-02-01,Deaths,0
Guatemala,2020-02-01,Recovered,0
Guatemala,2020-02-02,Confirmed,0
Guatemala,2020-02-02,Deaths,0
Guatemala,2020-02-02,Recovered,0
Guatemala,2020-02-03,Confirmed,0
Guatemala,2020-02-03,Deaths,0
Guatemala,2020-02-03,Recovered,0
Guatemala,2020-02-04,Confirmed,0
Guatemala,2020-02-04,Deaths,0
Guatemala,2020-02-04,Recovered,0
Guatemala,2020-02-05,Confirmed,0
Guatemala,2020-02-05,Deaths,0
Guatemala,2020-02-05,Recovered,0
Guatemala,2020-02-06,Confirmed,0
Guatemala,2020-02-06,Deaths,0
Guatemala,2020-02-06,Recovered,0
Guatemala,2020-02-07,Confirmed,0
Guatemala,2020-02-07,Deaths,0
Guatemala,2020-02-07,Recovered,0
Guatemala,2020-02-08,Confirmed,0
Guatemala,2020-02-08,Deaths,0
Guatemala,2020-02-08,Recovered,0
Guatemala,2020-02-09,Confirmed,0
Guatemala,2020-02-09,Deaths,0
Guatemala,2020-02-09,Recovered,0
Guatemala,2020-02-10,Confirmed,0
Guatemala,2020-02-10,Deaths,0
Guatemala,2020-02-10,Recovered,0
Guatemala,2020-02-11,Confirmed,0
Guatemala,2020-02-11,Deaths,0
Guatemala,2020-02-11,Recovered,0
Guatemala,2020-02-12,Confirmed,0
Guatemala,2020-02-12,Deaths,0
Guatemala,2020-02-12,Recovered,0
Guatemala,2020-02-13,Confirmed,0
Guatemala,2020-02-13,Deaths,0
Guatemala,2020-02-13,Recovered,0
Guatemala,2020-02-14,Confirmed,0
Guatemala,2020-02-14,Deaths,0
Guatemala,2020-02-14,Recovered,0
Guatemala,2020-02-15,Confirmed,0
Guatemala,2020-02-15,Deaths,0
Guatemala,2020-02-15,Recovered,0
Guatemala,2020-02-16,Confirmed,0
Guatemala,2020-02-16,Deaths,0
Guatemala,2020-02-16,Recovered,0
Guatemala,2020-02-17,Confirmed,0
Guatemala,2020-02-17,Deaths,0
Guatemala,2020-02-17,Recovered,0
Guatemala,2020-02-18,Confirmed,0
Guatemala,2020-02-18,Deaths,0
Guatemala,2020-02-18,Recovered,0
Guatemala,2020-02-19,Confirmed,0
Guatemala,2020-02-19,Deaths,0
Guatemala,2020-02-19,Recovered,0
Guatemala,2020-02-20,Confirmed,0
Guatemala,2020-02-20,Deaths,0
Guatemala,2020-02-20,Recovered,0
Guatemala,2020-02-21,Confirmed,0
Guatemala,2020-02-21,Deaths,0
Guatemala,2020-02-21,Recovered,0
Guatemala,2020-02-22,Confirmed,0
Guatemala,2020-02-22,Deaths,0
Guatemala,2020-02-22,Recovered,0
Guatemala,2020-02-23,Confirmed,0
Guatemala,2020-02-23,Deaths,0
Guatemala,2020-02-23,Recovered,0
Guatemala,2020-02-24,Confirmed,0
Guatemala,2020-02-24,Deaths,0
Guatemala,2020-02-24,Recovered,0
Guatemala,2020-02-25,Confirmed,0
Guatemala,2020-02-25,Deaths,0
Guatemala,2020-02-25,Recovered,0
Guatemala,2020-02-26,Confirmed,0
Guatemala,2020-02-26,Deaths,0
Guatemala,2020-02-26,Recovered,0
Guatemala,2020-02-27,Confirmed,0
Guatemala,2020-02-27,Deaths,0
Guatemala,2020-02-27,Recovered,0
Guatemala,2020-02-28,Confirmed,0
Guatemala,2020-02-28,Deaths,0
Guatemala,2020-02-28,Recovered,0
Guatemala,2020-02-29,Confirmed,0
Guatemala,2020-02-29,Deaths,0
Guatemala,2020-02-29,Recovered,0
Guatemala,2020-03-01,Confirmed,0
Guatemala,2020-03-01,Deaths,0
Guatemala,2020-03-01,Recovered,0
Guatemala,2020-03-02,Confirmed,0
Guatemala,2020-03-02,Deaths,0
Guatemala,2020-03-02,Recovered,0
Guatemala,2020-03-03,Confirmed,0
Guatemala,2020-03-03,Deaths,0
Guatemala,2020-03-03,Recovered,0
Guatemala,2020-03-04,Confirmed,0
Guatemala,2020-03-04,Deaths,0
Guatemala,2020-03-04,Recovered,0
Guatemala,2020-03-05,Confirmed,0
Guatemala,2020-03-05,Deaths,0
Guatemala,2020-03-05,Recovered,0
Guatemala,2020-03-06,Confirmed,0
Guatemala,2020-03-06,Deaths,0
Guatemala,2020-03-06,Recovered,0
Guatemala,2020-03-07,Confirmed,0
Guatemala,2020-03-07,Deaths,0
Guatemala,2020-03-07,Recovered,0
Guatemala,2020-03-08,Confirmed,0
Guatemala,2020-03-08,Deaths,0
Guatemala,2020-03-08,Recovered,0
Guatemala,2020-03-09,Confirmed,0
Guatemala,2020-03-09,Deaths,0
Guatemala,2020-03-09,Recovered,0
Guatemala,2020-03-10,Confirmed,0
Guatemala,2020-03-10,Deaths,0
Guatemala,2020-03-10,Recovered,0
Guatemala,2020-03-11,Confirmed,0
Guatemala,2020-03-11,Deaths,0
Guatemala,2020-03-11,Recovered,0
Guatemala,2020-03-12,Confirmed,0
Guatemala,2020-03-12,Deaths,0
Guatemala,2020-03-12,Recovered,0
Guatemala,2020-03-13,Confirmed,0
Guatemala,2020-03-13,Deaths,0
Guatemala,2020-03-13,Recovered,0
Guatemala,2020-03-14,Confirmed,1
Guatemala,2020-03-14,Deaths,0
Guatemala,2020-03-14,Recovered,0
Guatemala,2020-03-15,Confirmed,1
Guatemala,2020-03-15,Deaths,0
Guatemala,2020-03-15,Recovered,0
Guatemala,2020-03-16,Confirmed,2
Guatemala,2020-03-16,Deaths,1
Guatemala,2020-03-16,Recovered,0
Guatemala,2020-03-17,Confirmed,6
Guatemala,2020-03-17,Deaths,1
Guatemala,2020-03-17,Recovered,0
Guatemala,2020-03-18,Confirmed,6
Guatemala,2020-03-18,Deaths,1
Guatemala,2020-03-18,Recovered,0
Guatemala,2020-03-19,Confirmed,9
Guatemala,2020-03-19,Deaths,1
Guatemala,2020-03-19,Recovered,0
Guatemala,2020-03-20,Confirmed,12
Guatemala,2020-03-20,Deaths,1
Guatemala,2020-03-20,Recovered,0
Guinea,2020-01-22,Confirmed,0
Guinea,2020-01-22,Deaths,0
Guinea,2020-01-22,Recovered,0
Guinea,2020-01-23,Confirmed,0
Guinea,2020-01-23,Deaths,0
Guinea,2020-01-23,Recovered,0
Guinea,2020-01-24,Confirmed,0
Guinea,2020-01-24,Deaths,0
Guinea,2020-01-24,Recovered,0
Guinea,2020-01-25,Confirmed,0
Guinea,2020-01-25,Deaths,0
Guinea,2020-01-25,Recovered,0
Guinea,2020-01-26,Confirmed,0
Guinea,2020-01-26,Deaths,0
Guinea,2020-01-26,Recovered,0
Guinea,2020-01-27,Confirmed,0
Guinea,2020-01-27,Deaths,0
Guinea,2020-01-27,Recovered,0
Guinea,2020-01-28,Confirmed,0
Guinea,2020-01-28,Deaths,0
Guinea,2020-01-28,Recovered,0
Guinea,2020-01-29,Confirmed,0
Guinea,2020-01-29,Deaths,0
Guinea,2020-01-29,Recovered,0
Guinea,2020-01-30,Confirmed,0
Guinea,2020-01-30,Deaths,0
Guinea,2020-01-30,Recovered,0
Guinea,2020-01-31,Confirmed,0
Guinea,2020-01-31,Deaths,0
Guinea,2020-01-31,Recovered,0
Guinea,2020-02-01,Confirmed,0
Guinea,2020-02-01,Deaths,0
Guinea,2020-02-01,Recovered,0
Guinea,2020-02-02,Confirmed,0
Guinea,2020-02-02,Deaths,0
Guinea,2020-02-02,Recovered,0
Guinea,2020-02-03,Confirmed,0
Guinea,2020-02-03,Deaths,0
Guinea,2020-02-03,Recovered,0
Guinea,2020-02-04,Confirmed,0
Guinea,2020-02-04,Deaths,0
Guinea,2020-02-04,Recovered,0
Guinea,2020-02-05,Confirmed,0
Guinea,2020-02-05,Deaths,0
Guinea,2020-02-05,Recovered,0
Guinea,2020-02-06,Confirmed,0
Guinea,2020-02-06,Deaths,0
Guinea,2020-02-06,Recovered,0
Guinea,2020-02-07,Confirmed,0
Guinea,2020-02-07,Deaths,0
Guinea,2020-02-07,Recovered,0
Guinea,2020-02-08,Confirmed,0
Guinea,2020-02-08,Deaths,0
Guinea,2020-02-08,Recovered,0
Guinea,2020-02-09,Confirmed,0
Guinea,2020-02-09,Deaths,0
Guinea,2020-02-09,Recovered,0
Guinea,2020-02-10,Confirmed,0
Guinea,2020-02-10,Deaths,0
Guinea,2020-02-10,Recovered,0
Guinea,2020-02-11,Confirmed,0
Guinea,2020-02-11,Deaths,0
Guinea,2020-02-11,Recovered,0
Guinea,2020-02-12,Confirmed,0
Guinea,2020-02-12,Deaths,0
Guinea,2020-02-12,Recovered,0
Guinea,2020-02-13,Confirmed,0
Guinea,2020-02-13,Deaths,0
Guinea,2020-02-13,Recovered,0
Guinea,2020-02-14,Confirmed,0
Guinea,2020-02-14,Deaths,0
Guinea,2020-02-14,Recovered,0
Guinea,2020-02-15,Confirmed,0
Guinea,2020-02-15,Deaths,0
Guinea,2020-02-15,Recovered,0
Guinea,2020-02-16,Confirmed,0
Guinea,2020-02-16,Deaths,0
Guinea,2020-02-16,Recovered,0
Guinea,2020-02-17,Confirmed,0
Guinea,2020-02-17,Deaths,0
Guinea,2020-02-17,Recovered,0
Guinea,2020-02-18,Confirmed,0
Guinea,2020-02-18,Deaths,0
Guinea,2020-02-18,Recovered,0
Guinea,2020-02-19,Confirmed,0
Guinea,2020-02-19,Deaths,0
Guinea,2020-02-19,Recovered,0
Guinea,2020-02-20,Confirmed,0
Guinea,2020-02-20,Deaths,0
Guinea,2020-02-20,Recovered,0
Guinea,2020-02-21,Confirmed,0
Guinea,2020-02-21,Deaths,0
Guinea,2020-02-21,Recovered,0
Guinea,2020-02-22,Confirmed,0
Guinea,2020-02-22,Deaths,0
Guinea,2020-02-22,Recovered,0
Guinea,2020-02-23,Confirmed,0
Guinea,2020-02-23,Deaths,0
Guinea,2020-02-23,Recovered,0
Guinea,2020-02-24,Confirmed,0
Guinea,2020-02-24,Deaths,0
Guinea,2020-02-24,Recovered,0
Guinea,2020-02-25,Confirmed,0
Guinea,2020-02-25,Deaths,0
Guinea,2020-02-25,Recovered,0
Guinea,2020-02-26,Confirmed,0
Guinea,2020-02-26,Deaths,0
Guinea,2020-02-26,Recovered,0
Guinea,2020-02-27,Confirmed,0
Guinea,2020-02-27,Deaths,0
Guinea,2020-02-27,Recovered,0
Guinea,2020-02-28,Confirmed,0
Guinea,2020-02-28,Deaths,0
Guinea,2020-02-28,Recovered,0
Guinea,2020-02-29,Confirmed,0
Guinea,2020-02-29,Deaths,0
Guinea,2020-02-29,Recovered,0
Guinea,2020-03-01,Confirmed,0
Guinea,2020-03-01,Deaths,0
Guinea,2020-03-01,Recovered,0
Guinea,2020-03-02,Confirmed,0
Guinea,2020-03-02,Deaths,0
Guinea,2020-03-02,Recovered,0
Guinea,2020-03-03,Confirmed,0
Guinea,2020-03-03,Deaths,0
Guinea,2020-03-03,Recovered,0
Guinea,2020-03-04,Confirmed,0
Guinea,2020-03-04,Deaths,0
Guinea,2020-03-04,Recovered,0
Guinea,2020-03-05,Confirmed,0
Guinea,2020-03-05,Deaths,0
Guinea,2020-03-05,Recovered,0
Guinea,2020-03-06,Confirmed,0
Guinea,2020-03-06,Deaths,0
Guinea,2020-03-06,Recovered,0
Guinea,2020-03-07,Confirmed,0
Guinea,2020-03-07,Deaths,0
Guinea,2020-03-07,Recovered,0
Guinea,2020-03-08,Confirmed,0
Guinea,2020-03-08,Deaths,0
Guinea,2020-03-08,Recovered,0
Guinea,2020-03-09,Confirmed,0
Guinea,2020-03-09,Deaths,0
Guinea,2020-03-09,Recovered,0
Guinea,2020-03-10,Confirmed,0
Guinea,2020-03-10,Deaths,0
Guinea,2020-03-10,Recovered,0
Guinea,2020-03-11,Confirmed,0
Guinea,2020-03-11,Deaths,0
Guinea,2020-03-11,Recovered,0
Guinea,2020-03-12,Confirmed,0
Guinea,2020-03-12,Deaths,0
Guinea,2020-03-12,Recovered,0
Guinea,2020-03-13,Confirmed,1
Guinea,2020-03-13,Deaths,0
Guinea,2020-03-13,Recovered,0
Guinea,2020-03-14,Confirmed,1
Guinea,2020-03-14,Deaths,0
Guinea,2020-03-14,Recovered,0
Guinea,2020-03-15,Confirmed,1
Guinea,2020-03-15,Deaths,0
Guinea,2020-03-15,Recovered,0
Guinea,2020-03-16,Confirmed,1
Guinea,2020-03-16,Deaths,0
Guinea,2020-03-16,Recovered,0
Guinea,2020-03-17,Confirmed,1
Guinea,2020-03-17,Deaths,0
Guinea,2020-03-17,Recovered,0
Guinea,2020-03-18,Confirmed,1
Guinea,2020-03-18,Deaths,0
Guinea,2020-03-18,Recovered,0
Guinea,2020-03-19,Confirmed,1
Guinea,2020-03-19,Deaths,0
Guinea,2020-03-19,Recovered,0
Guinea,2020-03-20,Confirmed,1
Guinea,2020-03-20,Deaths,0
Guinea,2020-03-20,Recovered,0
Guyana,2020-01-22,Confirmed,0
Guyana,2020-01-22,Deaths,0
Guyana,2020-01-22,Recovered,0
Guyana,2020-01-23,Confirmed,0
Guyana,2020-01-23,Deaths,0
Guyana,2020-01-23,Recovered,0
Guyana,2020-01-24,Confirmed,0
Guyana,2020-01-24,Deaths,0
Guyana,2020-01-24,Recovered,0
Guyana,2020-01-25,Confirmed,0
Guyana,2020-01-25,Deaths,0
Guyana,2020-01-25,Recovered,0
Guyana,2020-01-26,Confirmed,0
Guyana,2020-01-26,Deaths,0
Guyana,2020-01-26,Recovered,0
Guyana,2020-01-27,Confirmed,0
Guyana,2020-01-27,Deaths,0
Guyana,2020-01-27,Recovered,0
Guyana,2020-01-28,Confirmed,0
Guyana,2020-01-28,Deaths,0
Guyana,2020-01-28,Recovered,0
Guyana,2020-01-29,Confirmed,0
Guyana,2020-01-29,Deaths,0
Guyana,2020-01-29,Recovered,0
Guyana,2020-01-30,Confirmed,0
Guyana,2020-01-30,Deaths,0
Guyana,2020-01-30,Recovered,0
Guyana,2020-01-31,Confirmed,0
Guyana,2020-01-31,Deaths,0
Guyana,2020-01-31,Recovered,0
Guyana,2020-02-01,Confirmed,0
Guyana,2020-02-01,Deaths,0
Guyana,2020-02-01,Recovered,0
Guyana,2020-02-02,Confirmed,0
Guyana,2020-02-02,Deaths,0
Guyana,2020-02-02,Recovered,0
Guyana,2020-02-03,Confirmed,0
Guyana,2020-02-03,Deaths,0
Guyana,2020-02-03,Recovered,0
Guyana,2020-02-04,Confirmed,0
Guyana,2020-02-04,Deaths,0
Guyana,2020-02-04,Recovered,0
Guyana,2020-02-05,Confirmed,0
Guyana,2020-02-05,Deaths,0
Guyana,2020-02-05,Recovered,0
Guyana,2020-02-06,Confirmed,0
Guyana,2020-02-06,Deaths,0
Guyana,2020-02-06,Recovered,0
Guyana,2020-02-07,Confirmed,0
Guyana,2020-02-07,Deaths,0
Guyana,2020-02-07,Recovered,0
Guyana,2020-02-08,Confirmed,0
Guyana,2020-02-08,Deaths,0
Guyana,2020-02-08,Recovered,0
Guyana,2020-02-09,Confirmed,0
Guyana,2020-02-09,Deaths,0
Guyana,2020-02-09,Recovered,0
Guyana,2020-02-10,Confirmed,0
Guyana,2020-02-10,Deaths,0
Guyana,2020-02-10,Recovered,0
Guyana,2020-02-11,Confirmed,0
Guyana,2020-02-11,Deaths,0
Guyana,2020-02-11,Recovered,0
Guyana,2020-02-12,Confirmed,0
Guyana,2020-02-12,Deaths,0
Guyana,2020-02-12,Recovered,0
Guyana,2020-02-13,Confirmed,0
Guyana,2020-02-13,Deaths,0
Guyana,2020-02-13,Recovered,0
Guyana,2020-02-14,Confirmed,0
Guyana,2020-02-14,Deaths,0
Guyana,2020-02-14,Recovered,0
Guyana,2020-02-15,Confirmed,0
Guyana,2020-02-15,Deaths,0
Guyana,2020-02-15,Recovered,0
Guyana,2020-02-16,Confirmed,0
Guyana,2020-02-16,Deaths,0
Guyana,2020-02-16,Recovered,0
Guyana,2020-02-17,Confirmed,0
Guyana,2020-02-17,Deaths,0
Guyana,2020-02-17,Recovered,0
Guyana,2020-02-18,Confirmed,0
Guyana,2020-02-18,Deaths,0
Guyana,2020-02-18,Recovered,0
Guyana,2020-02-19,Confirmed,0
Guyana,2020-02-19,Deaths,0
Guyana,2020-02-19,Recovered,0
Guyana,2020-02-20,Confirmed,0
Guyana,2020-02-20,Deaths,0
Guyana,2020-02-20,Recovered,0
Guyana,2020-02-21,Confirmed,0
Guyana,2020-02-21,Deaths,0
Guyana,2020-02-21,Recovered,0
Guyana,2020-02-22,Confirmed,0
Guyana,2020-02-22,Deaths,0
Guyana,2020-02-22,Recovered,0
Guyana,2020-02-23,Confirmed,0
Guyana,2020-02-23,Deaths,0
Guyana,2020-02-23,Recovered,0
Guyana,2020-02-24,Confirmed,0
Guyana,2020-02-24,Deaths,0
Guyana,2020-02-24,Recovered,0
Guyana,2020-02-25,Confirmed,0
Guyana,2020-02-25,Deaths,0
Guyana,2020-02-25,Recovered,0
Guyana,2020-02-26,Confirmed,0
Guyana,2020-02-26,Deaths,0
Guyana,2020-02-26,Recovered,0
Guyana,2020-02-27,Confirmed,0
Guyana,2020-02-27,Deaths,0
Guyana,2020-02-27,Recovered,0
Guyana,2020-02-28,Confirmed,0
